soil_moisture,ph,nutrients_level,luminosity,temperature,air_humidity,productivity_index,productivity_classification,recommendation,irrigation_volume,fertilization_need
53.29,6.84,34.64,17.67,23.06,81.26,52.11,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
56.05,6.19,42.82,19.95,19.58,83.76,60.0,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
43.77,5.91,82.19,9.75,20.35,78.61,65.67,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
41.43,7.5,80.03,20.07,23.71,61.24,58.0,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
85.3,6.75,14.13,49.42,26.41,67.38,64.06,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
47.11,5.49,92.54,46.16,25.35,61.11,79.63,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
68.3,5.51,82.04,54.56,29.7,61.83,93.99,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
44.11,4.96,64.09,83.36,28.28,34.13,62.13,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
37.29,6.11,91.19,70.72,25.35,39.75,85.82,Alta,Irrigação recomendada.,5.0,Baixa
48.18,6.17,72.25,74.96,35.2,34.68,88.41,Alta,Monitorar umidade do solo: temperatura alta e baixa umidade do ar.,2.0,Média
73.14,6.07,90.85,76.52,34.5,43.12,99.33,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
8.68,6.94,87.24,73.53,36.88,32.95,76.94,Alta,Irrigação urgente recomendada.,8.0,Baixa
30.62,6.85,45.62,86.27,37.95,46.05,63.76,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
60.87,5.48,58.1,77.39,25.96,30.58,79.12,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
40.05,5.42,50.47,99.79,32.88,44.29,57.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.23,5.93,100,86.93,35.0,20,84.97,Alta,Monitorar umidade do solo: temperatura alta e baixa umidade do ar.,2.0,Baixa
51.06,5.82,91.2,85.01,34.05,36.19,86.03,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
49.35,4.77,58.07,86.57,28.81,43.94,63.11,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
47.64,5.44,76.72,60.32,34.2,43.65,81.59,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.72,5.38,91.83,83.13,33.23,62.33,80.95,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
71.71,6.3,37.58,57.35,29.88,59.98,83.71,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
54.63,5.22,76.4,57.09,24.88,72.3,77.48,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
66.42,8.08,31.93,67.19,25.22,54.7,65.24,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
66.96,5.78,93.4,43.93,23.19,73.88,88.73,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
56.19,7.36,59.16,52.64,25.72,67.03,75.63,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
63.89,6.71,64.26,15.17,22.74,77.14,68.9,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
47.77,5.75,73.4,5,14.14,72.56,67.24,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
50.86,5.37,80.86,10.08,15.74,74.05,57.95,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
49.01,6.44,61.99,20.21,17.02,95,68.57,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
70.38,6.59,91.57,23.78,19.5,73.45,82.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
69.56,6.24,52.12,37.65,18.37,66.19,84.11,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
75.25,6.81,76.52,14.34,22.25,81.34,71.55,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.19,6.86,54.23,31.04,19.07,95,73.79,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
66.61,6.24,71.64,21.16,15.25,72.64,81.95,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.59,6.49,30.78,15.2,21.18,80.84,62.86,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
60.96,4.89,83.66,12.34,16.02,66.9,60.32,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
64.24,6.09,61.35,5,16.84,88.04,70.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
98,6.14,59.8,5,18.85,77.54,54.92,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
85.66,5.83,74.76,18.13,19.81,75.01,69.02,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.99,5.48,71.27,16.35,19.0,86.69,62.95,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
93.11,8.25,66.98,11.06,16.93,91.73,32.14,Baixa,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
57.53,5.88,99.5,8.37,24.14,69.69,71.09,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
69.16,5.15,66.41,33.22,23.2,80.67,69.82,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
46.55,5.24,54.51,5,20.33,84.84,53.56,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
72.21,5.94,66.08,16.32,15.93,73.94,70.95,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.64,6.97,90.45,25.49,18.51,88.89,80.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
60.13,6.03,75.94,31.06,24.71,74.22,81.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.63,7.07,100,11.97,23.2,75.15,71.22,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
50.79,5.4,58.94,29.39,19.7,69.34,61.19,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
98,6.12,82.21,20.34,23.09,85.38,65.34,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
86.51,5.76,66.65,47.22,19.62,83.28,79.17,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.96,7.6,58.85,32.9,19.82,85.79,60.44,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
46.04,6.5,56.01,56.35,23.7,58.74,82.97,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
50.83,5.55,52.1,27.91,24.21,59.56,68.2,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
65.53,6.55,66.31,80.46,23.05,54.22,90.45,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
35.39,4.84,91.24,69.66,28.58,34.81,71.12,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
42.17,7.27,74.53,66.08,32.68,68.27,71.79,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
16.11,6.7,62.21,67.35,29.35,42.47,71.7,Alta,Irrigação urgente recomendada.,8.0,Média
21.98,6.83,100,79.64,40,29.94,77.52,Alta,Irrigação urgente recomendada.,8.0,Baixa
46.73,7.97,100,100,29.59,51.78,65.88,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
66.0,5.75,56.46,100,29.28,37.85,78.19,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
40.75,6.78,95.07,95.43,34.24,34.03,74.59,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
58.32,5.04,78.08,74.37,32.97,35.39,78.11,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
46.12,6.05,80.16,100,34.99,43.19,77.42,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
30.59,7.44,94.15,93.45,32.12,23.35,70.05,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
54.33,5.57,79.91,79.11,30.05,50.67,91.81,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
58.23,5.98,58.48,64.08,29.51,52.39,82.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
29.67,5.48,79.46,74.12,30.27,52.15,64.31,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
51.25,7.56,73.2,65.33,26.37,51.61,71.31,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
64.7,7.17,76.58,37.32,27.64,70.09,77.14,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
51.29,6.25,74.59,46.25,26.04,71.7,84.32,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
45.71,5.47,66.35,50.18,24.69,74.3,80.44,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
40.45,7.14,67.38,33.88,22.62,64.51,53.56,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
85.68,6.56,65.28,30.59,19.83,95,70.65,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.63,4.23,56.56,18.77,14.4,89.42,47.07,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.1,5.49,87.21,31.77,18.86,93.9,67.66,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
75.42,7.14,39.44,7.3,17.31,75.92,56.63,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
70.66,5.87,47.99,20.17,19.26,88.67,68.68,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
64.9,8.04,66.62,15.55,19.05,89.37,50.45,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
43.2,6.81,69.2,24.57,15.89,83.67,65.33,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
89.12,6.67,57.25,21.86,14.92,74.81,69.12,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.13,5.96,100,24.89,25.25,90.88,86.0,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
64.96,6.87,84.44,9.55,15.1,75.1,78.99,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
80.59,7.5,40.81,21.84,21.66,95,47.1,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
91.87,5.9,71.52,10.99,12,82.59,53.24,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
80.31,4.86,73.8,14.1,19.91,72.43,49.72,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
28.73,5.55,58.96,37.87,21.44,65.33,63.02,Moderada,Irrigação recomendada.,5.0,Média
39.87,6.49,61.5,20.36,21.16,71.07,62.62,Moderada,Irrigação recomendada.,5.0,Média
50.55,5.38,79.55,12.3,18.45,93.89,65.06,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
70.26,5.36,100,17.53,14.96,65.99,78.35,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
80.88,6.3,69.14,22.72,20.55,81.06,74.44,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
51.44,5.62,83.15,27.51,25.82,68.91,74.55,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
98,7.53,34.19,27.23,15.26,81.25,38.21,Baixa,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
74.44,6.38,77.95,29.92,17.42,73.18,80.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
73.31,6.85,43.18,47.97,16.08,78.03,82.79,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
59.02,7.15,25.75,5,19.02,79.54,45.86,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
79.6,7.35,27.96,9.17,21.8,94.4,54.9,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
71.47,7.33,32.38,5,17.8,83.96,53.51,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
73.92,7.47,89.33,11.37,15.58,84.56,70.0,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
42.34,5.44,70.19,26.48,25.8,65.6,60.71,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.12,8.34,100,47.42,28.28,66.66,67.99,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
56.49,6.65,73.81,45.01,20.85,64.21,82.04,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
38.14,6.74,48.71,76.32,28.53,50.64,75.22,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
23.61,5.46,38.73,78.07,28.76,46.05,57.25,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
52.61,6.34,78.05,70.23,27.16,55.66,90.85,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
30.51,7.06,80.44,61.39,33.39,31.16,75.52,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
32.46,6.34,100,86.86,36.46,30.87,81.32,Alta,Irrigação preventiva recomendada: risco de ressecamento elevado.,5.0,Baixa
53.43,5.55,100,100,30.09,59.43,78.93,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
47.57,6.51,70.04,78.98,32.13,32.52,91.0,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
56.7,7.73,100,70.39,37.37,33.4,78.27,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
18.58,6.85,51.39,75.44,33.93,39.93,71.45,Alta,Irrigação urgente recomendada.,8.0,Média
38.62,5.96,100,99.2,31.62,41.72,72.66,Alta,Irrigação recomendada.,5.0,Baixa
31.7,5.3,89.46,85.34,35.11,40.12,70.39,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
52.5,6.05,43.22,86.26,26.3,49.66,71.91,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
42.92,6.96,66.81,65.08,30.36,49.19,79.28,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
39.6,6.99,70.76,74.52,32.13,44.59,81.76,Alta,Irrigação recomendada.,5.0,Média
50.22,7.02,100,71.56,26.1,63.48,88.98,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
51.32,6.0,74.7,82.47,21.03,56.61,86.51,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
41.71,6.71,80.14,60.06,27.51,69.24,82.17,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
51.51,6.8,77.55,38.48,27.1,66.74,84.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
59.51,6.89,82.26,25.73,16.62,66.62,71.03,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
93.74,6.5,82.89,26.41,18.72,73.66,70.89,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
55.14,6.36,68.83,13.03,17.73,93.91,68.38,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.38,5.51,55.62,24.86,16.08,89.78,66.34,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.94,5.52,60.9,6.21,22.41,79.41,73.94,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.1,5.93,58.04,28.98,13.82,74.08,73.61,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.69,6.25,50.63,5,19.3,78.96,61.89,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.49,5.29,97.55,36.15,16.65,68.38,75.92,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
59.49,5.71,64.73,16.07,23.72,88.97,64.33,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.7,7.08,63.92,37.96,18.51,71.2,79.16,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
55.45,5.82,51.1,20.61,15.14,81.35,68.61,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.76,6.65,69.3,22.24,14.78,74.64,73.06,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.4,6.8,56.22,35.44,24.67,94.67,83.28,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
73.19,6.03,81.81,6.43,19.39,70.56,75.91,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
60.28,5.9,81.39,14.49,21.7,72.61,75.16,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
49.4,6.39,86.22,23.24,20.68,63.23,77.99,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
60.63,5.97,53.05,35.73,18.29,82.81,80.65,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
45.81,6.62,71.19,17.71,16.92,82.21,67.66,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
69.27,7.79,42.69,14.44,17.37,89.86,50.05,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
62.79,6.89,47.41,6.47,16.48,75.68,68.38,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
78.47,6.5,79.34,5,17.7,92.56,76.28,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
60.68,6.78,81.49,27.54,23.49,73.69,83.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
81.44,6.3,58.12,35.68,17.4,71.2,75.87,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
71.48,6.71,68.59,14.81,22.22,89.12,74.71,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
66.2,5.59,79.16,5,15.26,81.68,72.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
56.48,6.16,90.08,22.61,19.4,82.46,78.88,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
53.98,6.19,91.43,40.69,20.57,62.9,88.2,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
59.27,6.12,45.8,43.22,19.88,72.16,75.11,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
37.99,8.5,52.16,46.43,26.93,54.23,48.76,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
58.89,6.41,100,60.25,22.86,74.82,91.77,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
53.59,6.65,71.3,56.76,26.42,45.45,88.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
62.58,5.78,93.13,79.89,29.98,50.37,97.8,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
34.4,6.0,98.73,84.71,35.95,30.56,84.92,Alta,Irrigação preventiva recomendada: risco de ressecamento elevado.,5.0,Baixa
42.41,6.68,57.83,100,26.24,48.42,63.33,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
24.54,6.37,65.82,62.8,32.28,31.21,74.02,Alta,Irrigação urgente recomendada.,8.0,Média
38.96,5.7,66.58,71.38,33.87,44.01,80.1,Alta,Irrigação recomendada.,5.0,Média
61.48,6.32,64.84,84.92,35.59,38.17,87.18,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
44.71,5.79,65.29,72.87,34.22,38.18,76.01,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
36.3,7.14,49.02,92.94,32.18,55.28,57.34,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
42.4,6.48,48.48,77.52,36.55,44.93,76.88,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
50.4,6.17,64.4,100,31.82,43.3,72.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
43.28,5.98,56.72,76.47,29.6,51.47,71.68,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
38.67,7.39,70.61,94.26,31.73,55.61,67.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
48.91,6.47,94.87,69.34,28.76,48.08,96.32,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
36.9,6.49,83.97,63.69,31.42,34.69,83.3,Alta,Irrigação recomendada.,5.0,Baixa
78.64,7.14,91.54,54.33,24.52,54.6,90.41,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
54.94,6.28,56.61,40.37,26.13,65.73,74.47,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
76.42,5.72,35.11,35.21,18.19,75.92,78.51,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
36.3,7.58,64.1,32.0,20.89,65.84,49.79,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
58.37,5.28,48.43,19.15,20.32,71.77,51.59,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
53.11,6.2,67.8,5,17.52,76.31,63.61,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
61.97,6.97,81.78,44.14,21.3,90.97,86.65,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
66.82,6.14,82.97,11.81,28.33,78.71,73.25,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
34.08,6.32,64.72,7.94,22.63,83.59,59.21,Moderada,Irrigação recomendada.,5.0,Média
70.47,5.44,53.33,23.85,20.1,82.7,64.95,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
77.1,5.85,58.33,5,21.52,90.62,68.48,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.96,6.13,45.31,33.35,20.69,95,62.78,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
47.63,6.45,62.89,18.14,17.93,77.9,66.76,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
63.28,7.45,67.47,26.61,14.8,85.17,69.36,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
98,5.0,63.47,15.12,14.2,92.2,45.59,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
64.6,7.85,68.59,12.87,22.9,91.98,56.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
80.09,6.03,64.66,23.36,16.61,93.63,67.65,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.79,6.73,86.77,23.15,14.86,82.03,84.91,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
68.66,6.67,57.77,18.53,16.73,79.6,67.03,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.78,5.56,93.35,22.08,23.35,95,82.47,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
75.02,6.26,75.18,10.75,20.37,70.96,71.74,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.17,4.3,74.52,30.16,20.64,79.09,59.61,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
59.41,6.21,67.25,10.46,19.57,86.0,66.55,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
53.26,6.53,37.05,34.72,17.52,92.54,64.44,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
52.47,7.07,68.74,28.67,25.47,82.39,64.93,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
61.35,6.29,48.75,31.0,22.5,68.14,69.38,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
65.59,6.04,68.32,19.2,17.52,76.2,76.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
78.23,5.75,62.72,19.64,25.02,91.95,68.38,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.23,6.43,61.58,24.99,18.79,85.53,74.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.77,6.95,76.78,23.84,23.12,75.21,76.76,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
67.9,6.68,97.95,37.15,19.84,70.7,91.98,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
44.89,6.82,79.98,43.25,26.19,73.62,74.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
58.92,5.75,37.0,51.63,28.34,64.42,77.76,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
57.34,6.61,54.68,59.36,28.99,50.32,84.78,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
51.15,5.62,79.16,65.38,26.67,54.31,88.52,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
53.62,6.39,92.78,66.44,24.49,52.09,85.72,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
51.35,5.69,49.23,95.85,35.49,37.79,69.56,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
52.59,5.83,94.96,100,33.09,43.6,85.17,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
49.41,6.78,88.46,92.77,30.0,50.01,84.46,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
43.34,6.76,73.61,78.57,37.65,42.59,81.52,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
33.54,6.08,85.81,92.37,32.43,35.6,74.36,Alta,Irrigação recomendada.,5.0,Baixa
